1Q,data/Scotland/2022/cnesair_ward_05_preferenceprofile.blt,4,851,284,23
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_1___Musselburgh_06052022_153935.blt,9,7356,2453,inf
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_2___Preston_Seton_and_Gosford_06052022_153931.blt,8,6421,2141,inf
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_3___Tranent_Wallyford_and_Macmerry_06052022_153937.blt,9,5984,1995,inf
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_4___North_Berwick_Coastal_06052022_153938.blt,8,6849,2284,inf
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_5___Haddington_and_Lammermuir_06052022_153938.blt,9,7830,2611,inf
CASEB,data/Scotland/2022/elothian22_PreferenceProfile_V0001_Ward_6___Dunbar_and_East_Linton_06052022_153938.blt,7,6505,2169,inf
1Q,data/Scotland/2022/falkirk22_Preference Profile_W1.blt,6,5574,1859,inf
1Q,data/Scotland/2022/falkirk22_Preference Profile_W2.blt,8,5043,1682,90
CASEB,data/Scotland/2022/falkirk22_Preference Profile_W3.blt,7,6350,2117,inf
CASEB,data/Scotland/2022/falkirk22_Preference Profile_W4.blt,7,7178,2393,inf
CASEB,data/Scotland/2022/falkirk22_Preference Profile_W5.blt,6,5643,1882,inf
1Q,data/Scotland/2022/falkirk22_Preference Profile_w6.blt,7,6456,2153,136
CASEB,data/Scotland/2022/falkirk22_Preference Profile_w7.blt,6,6106,2036,inf
CASEB,data/Scotland/2022/falkirk22_Preference Profile_w8.blt,7,5159,1720,inf
1Q,data/Scotland/2022/falkirk22_Preference Profile_w9.blt,9,5499,1834,153
1Q,data/Scotland/2022/moray22_ward1.blt,5,3337,1113,66
1Q,data/Scotland/2022/moray22_ward2.blt,5,3432,1145,89
1Q,data/Scotland/2022/moray22_ward4.blt,5,3996,1333,95
CASEB,data/Scotland/2022/moray22_ward5.blt,6,4936,1646,inf
CASEB,data/Scotland/2022/moray22_ward6.blt,6,3678,1227,1064
1Q,data/Scotland/2022/moray22_ward7.blt,6,4062,1355,200
1Q,data/Scotland/2022/moray22_ward8.blt,6,6057,2020,238
CASEC,data/Scotland/2022/orkney22-W2.blt,8,1543,515,inf
CASEB,data/Scotland/2022/orkney22-W3.blt,6,1150,384,291
CASEB,data/Scotland/2022/orkney22-W4.blt,6,1833,612,356
1Q,data/Scotland/2022/orkney22-W5.blt,5,1344,449,82
1Q,data/Scotland/2022/orkney22-W6.blt,5,1029,344,inf
CASEC,data/Scotland/2022/orkney22_W1.blt,5,1694,565,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-1-banff-and-district_06052022_172114.blt,8,3968,1323,inf
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-1-lomond_06052022_120102.blt,5,4326,1443,188
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-1-south-kintyre_06052022_120128.blt,4,2358,787,86
